INSPIRE_ID;FORMA_OCHRONY;DOKLADNOSC_POLOZENIA;NAZWA;OBSZAR_AZP;NR_STANOWSIKA_OBSZAR;CHRONOLOGIA;FUNKCJA;WYKAZ_DOKUMENTOW;DATA_WPISU;WOJEWODZTWO;POWIAT;GMINA;MIEJSCOWOSC;LINK
PL.1.9.ZIPOZ.NID_A_04_AR.36017;rejestr zabytków;przybliżony;Rudaw, st. 4;40-47;14;średniowiecze;grodzisko;16 z 1965-09-15, C/25 z 2003-09-11, C/25 z 2004-02-24;1965-09-15;kujawsko-pomorskie;golubsko-dobrzyński;Ciechocin;Rudaw;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_04_AR.36017&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_04_AR.36025;rejestr zabytków;dokładny;Lisewo, st. 1;37-48;1;średniowiecze;grodzisko;74/C z 1968-02-26;1968-02-26;kujawsko-pomorskie;golubsko-dobrzyński;Golub-Dobrzyń;Lisewo;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_04_AR.36025&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_04_AR.36023;rejestr zabytków;przybliżony;Nowogród, st. 1;39-47;21;średniowiecze;grodzisko;68/C z 1967-12-18;1967-12-18;kujawsko-pomorskie;golubsko-dobrzyński;Golub-Dobrzyń;Nowogród;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_04_AR.36023&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_04_AR.36027;rejestr zabytków;przybliżony;Poćwiardowo, st. 1;37-47;73;średniowiecze;grodzisko;69/C z 1967-12-18;1967-12-18;kujawsko-pomorskie;golubsko-dobrzyński;Golub-Dobrzyń;Poćwiardowo;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_04_AR.36027&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_04_AR.36021;rejestr zabytków;przybliżony;Chełmonie, st. 1;38-46;14;średniowiecze;grodzisko;67/C z 1967-12-18, C/62 z 2002-09-10;1967-12-18;kujawsko-pomorskie;golubsko-dobrzyński;Kowalewo Pomorskie - obszar wiejski;Chełmonie;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_04_AR.36021&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_04_AR.1029;rejestr zabytków;dokładny;Napole, st. 1,6;37-47;17,16;średniowiecze;grodzisko;38/C z 1965-09-28, 38/C z 1965-12-03, A/28 z 2000-10-05;1965-09-28;kujawsko-pomorskie;golubsko-dobrzyński;Kowalewo Pomorskie - obszar wiejski;Napole;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_04_AR.1029&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_04_AR.36019;rejestr zabytków;dokładny;Płonko, st. 1;37-48;3;średniowiecze;grodzisko;A/7 z 1999-07-22;1999-07-22;kujawsko-pomorskie;golubsko-dobrzyński;Radomin;Płonko;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_04_AR.36019&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_04_AR.36013;rejestr zabytków;przybliżony;Podolina, st. 1;41-49;54;średniowiecze;grodzisko;32/C z 1965-09-27, 110/32/C z 1985-06-10;1965-09-27;kujawsko-pomorskie;golubsko-dobrzyński;Zbójno;Podolina;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_04_AR.36013&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_04_AR.36015;rejestr zabytków;przybliżony;Ruże, st. 1;40-49;15;średniowiecze;grodzisko;13 z 1965-09-15, 113/13/C z 1987-03-26;1965-09-15;kujawsko-pomorskie;golubsko-dobrzyński;Zbójno;Ruże;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_04_AR.36015&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_04_AR.777;rejestr zabytków;dokładny;Boguszewo, st. 1;31-47;2;epoka żelaza;osada;C/155 z 2003-08-27;2003-08-27;kujawsko-pomorskie;grudziądzki;Gruta;Boguszewo;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_04_AR.777&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_04_AR.35221;rejestr zabytków;przybliżony;Gołębiewko, st. 1;32-47;2;średniowiecze;grodzisko;72/C z 1968-01-12, 134/C z 1972-07-21;1968-01-12;kujawsko-pomorskie;grudziądzki;Gruta;Gołębiewko;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_04_AR.35221&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_04_AR.35217;rejestr zabytków;przybliżony;Gruta, st. 1;30-47;1;średniowiecze;grodzisko;B-9 z 1929-08-21, 43/C z 1965-11-03, C/1 z 2018-05-23, C/1 z brak daty;1929-08-21;kujawsko-pomorskie;grudziądzki;Gruta;Gruta;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_04_AR.35217&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_04_AR.35219;rejestr zabytków;przybliżony;Mełno, st. 1;31-47;1;niemożliwa do uzyskania;grodzisko;C/135/59 z 1972-07-21;1972-07-21;kujawsko-pomorskie;grudziądzki;Gruta;Mełno;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_04_AR.35219&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_04_AR.959;rejestr zabytków;przybliżony;Słupski Młyn, st. 1;30-47;2;epoka żelaza;grodzisko;96/C z 1968-12-11;1968-12-11;kujawsko-pomorskie;grudziądzki;Gruta;Słupski Młyn;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_04_AR.959&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_04_AR.35215;rejestr zabytków;niepewny;Słupski Młyn, st. 3;30-47;4;średniowiecze;grodzisko;B-11 z 1929-08-21;1929-08-21;kujawsko-pomorskie;grudziądzki;Gruta;Słupski Młyn;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_04_AR.35215&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_04_AR.35233;rejestr zabytków;dokładny;Radzyń Chełmiński, st. 2;32-47;1;średniowiecze;grodzisko;27/C z 1965-09-27, 61/C z 1967-03-07, C/59 z 2003-07-10;1965-09-27;kujawsko-pomorskie;grudziądzki;Radzyń Chełmiński - miasto;Radzyń Chełmiński;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_04_AR.35233&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_04_AR.788;rejestr zabytków;przybliżony;Dębieniec, st. 5;32-45;44;średniowiecze;grodzisko;C/169 z 2010-11-18;2010-11-18;kujawsko-pomorskie;grudziądzki;Radzyń Chełmiński - obszar wiejski;Dębieniec;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_04_AR.788&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_04_AR.35230;rejestr zabytków;przybliżony;Gawłowice, st. 1;32-46;1;średniowiecze;grodzisko;78/C z 1968-06-11, C/70 z 2003-06-09;1968-06-11;kujawsko-pomorskie;grudziądzki;Radzyń Chełmiński - obszar wiejski;Gawłowice;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_04_AR.35230&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_04_AR.35206;rejestr zabytków;dokładny;Szembruk, st. 1;28-47;1;średniowiecze;grodzisko;46/C z 1965-11-03, C/45 z 2003-07-04;1965-11-03;kujawsko-pomorskie;grudziądzki;Rogóźno;Szembruk;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_04_AR.35206&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_04_AR.35209;rejestr zabytków;przybliżony;Nogat, st. 1;28-48;1;niemożliwa do uzyskania;grodzisko;52/C z 1965-12-09;1965-12-09;kujawsko-pomorskie;grudziądzki;Łasin - obszar wiejski;Nogat;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_04_AR.35209&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_04_AR.35211;rejestr zabytków;niepewny;Szynwałd;28-48;;średniowiecze;grodzisko;97/C z 1968-12-11;1968-12-11;kujawsko-pomorskie;grudziądzki;Łasin - obszar wiejski;Szynwałd;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_04_AR.35211&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_04_AR.35213;rejestr zabytków;przybliżony;Szynwałd, st. 2;28-48;2;średniowiecze;grodzisko;B-10 z 1929-08-21;1929-08-21;kujawsko-pomorskie;grudziądzki;Łasin - obszar wiejski;Szynwałd;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_04_AR.35213&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_04_AR.35223;rejestr zabytków;przybliżony;Lisnowo, st. 1;30-49;2;średniowiecze;grodzisko;44/C z 1965-11-03;1965-11-03;kujawsko-pomorskie;grudziądzki;Świecie nad Osą;Lisnowo;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_04_AR.35223&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_04_AR.88468;rejestr zabytków;przybliżony;Mędrzyce, st. 2;30-48;2;średniowiecze;grodzisko;42/C z 1965-11-03, 133/C z 1972-07-21;1965-11-03;kujawsko-pomorskie;grudziądzki;Świecie nad Osą;Mędrzyce;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_04_AR.88468&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_04_AR.35225;rejestr zabytków;niepewny;Mędrzyce, st. 1;30-48;1;średniowiecze;grodzisko;132/C z 1972-12-20, C/116 z brak daty;1972-12-20;kujawsko-pomorskie;grudziądzki;Świecie nad Osą;Świecie nad Osą;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_04_AR.35225&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_04_AR.35227;rejestr zabytków;dokładny;Świecie nad Osą, st. 1;31-48;1;średniowiecze;grodzisko;45/C z 1965-11-03, 131/C z 1972-12-20, C/44 z 2016-07-26, C/44 z brak daty;1965-11-03;kujawsko-pomorskie;grudziądzki;Świecie nad Osą;Świecie nad Osą;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_04_AR.35227&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_04_AR.36229;rejestr zabytków;przybliżony;Gąski, st. 1;44-42;13;średniowiecze;grodzisko;91/C z 1968-12-11;1968-12-11;kujawsko-pomorskie;inowrocławski;Gniewkowo - obszar wiejski;Gąski;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_04_AR.36229&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_04_AR.865;rejestr zabytków;dokładny;Gąski, st. 21;44-41;270;epoka kamienia;grób;C/170 z 2010-12-28;2010-12-28;kujawsko-pomorskie;inowrocławski;Gniewkowo - obszar wiejski;Gąski;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_04_AR.865&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_04_AR.36231;rejestr zabytków;przybliżony;Ostrowo, st. 1;43-41;184;średniowiecze;grodzisko;89/C z 1968-12-11;1968-12-11;kujawsko-pomorskie;inowrocławski;Gniewkowo - obszar wiejski;Ostrowo;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_04_AR.36231&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_04_AR.36225;rejestr zabytków;przybliżony;Borkowo, st. 1;44-39;16;średniowiecze;grodzisko;90/C z 1968-12-11;1968-12-11;kujawsko-pomorskie;inowrocławski;Inowrocław;Borkowo;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_04_AR.36225&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_04_AR.36222;rejestr zabytków;przybliżony;Marcinkowo, st. 1;44-41;96;epoka kamienia;stanowisko archeologiczne;137/C z 1973-01-15;1973-01-15;kujawsko-pomorskie;inowrocławski;Inowrocław;Marcinkowo;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_04_AR.36222&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_04_AR.36220;rejestr zabytków;przybliżony;Ostrowo Krzyckie, st. 1;46-40;208;pradzieje;grodzisko;B-5 z 1934-01-18;1934-01-18;kujawsko-pomorskie;inowrocławski;Inowrocław;Ostrowo Krzyckie;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_04_AR.36220&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_04_AR.972;rejestr zabytków;przybliżony;Inowrocław-Szymborze, st. 1;45-40;172;epoka kamienia;cmentarzysko;136/C z 1972-09-27;1972-09-27;kujawsko-pomorskie;inowrocławski;Inowrocław;Sikorowo;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_04_AR.972&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_04_AR.36227;rejestr zabytków;przybliżony;Strzemkowo;43-40;;średniowiecze;grodzisko;146/C z 1984-09-18;1984-09-18;kujawsko-pomorskie;inowrocławski;Inowrocław;Strzemkowo;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_04_AR.36227&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_04_AR.1027;rejestr zabytków;przybliżony;Kołodziejowo, st. 1;46-38;2;niemożliwa do uzyskania;grodzisko;54/C z 1965-12-29;1965-12-29;kujawsko-pomorskie;inowrocławski;Janikowo - obszar wiejski;Kołodziejewo;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_04_AR.1027&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_04_AR.36235;rejestr zabytków;przybliżony;Kołuda Wielka, st. 1;46-39;133;epoka brązu ;grodzisko;130/C z 1969-12-01;1969-12-01;kujawsko-pomorskie;inowrocławski;Janikowo - obszar wiejski;Kołuda Wielka;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_04_AR.36235&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_04_AR.36214;rejestr zabytków;przybliżony;Kruszwica, st. 1;47-41;1;epoka brązu ;grodzisko;122/C z 1969-11-24;1969-11-24;kujawsko-pomorskie;inowrocławski;Kruszwica - miasto;Kruszwica;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_04_AR.36214&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_04_AR.36216;rejestr zabytków;przybliżony;Kruszwica, st. 2;47-41;2;średniowiecze;grodzisko;B-3 z 1934-01-19;1934-01-19;kujawsko-pomorskie;inowrocławski;Kruszwica - miasto;Kruszwica;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_04_AR.36216&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_04_AR.938;rejestr zabytków;dokładny;Mietlica, st. 1;50-41;7;średniowiecze;grodzisko;87/C z 1968-12-11, C/75 z 2002-07-10, brak numeru z 2002-09-26;1968-12-11;kujawsko-pomorskie;inowrocławski;Kruszwica - obszar wiejski;Mietlica;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_04_AR.938&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_04_AR.936;rejestr zabytków;dokładny;Mietlica, st. 2,3,4;50-41;8;średniowiecze;osada;C/75 z 2002-07-10, brak numeru z 2002-09-26;2002-07-10;kujawsko-pomorskie;inowrocławski;Kruszwica - obszar wiejski;Mietlica;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_04_AR.936&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_04_AR.36218;rejestr zabytków;przybliżony;Szarlej, st. 5;46-40;;epoka kamienia;osada;138/C z 1973-01-16;1973-01-16;kujawsko-pomorskie;inowrocławski;Kruszwica - obszar wiejski;Szarlej;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_04_AR.36218&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_04_AR.36240;rejestr zabytków;przybliżony;Jankowo, st. 1;45-38;28;epoka brązu ;grodzisko;62/C z 1967-09-30;1967-09-30;kujawsko-pomorskie;inowrocławski;Pakość - obszar wiejski;Jankowo;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_04_AR.36240&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_04_AR.36238;rejestr zabytków;przybliżony;Kościelec Kujawski, st. 1;44-39;132;pradzieje;grodzisko;B-2 z 1934-01-19;1934-01-19;kujawsko-pomorskie;inowrocławski;Pakość - obszar wiejski;Kościelec;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_04_AR.36238&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_04_AR.36233;rejestr zabytków;przybliżony;Liszkowo, st. 1;42-40;6;średniowiecze;grodzisko;92/C z 1968-12-11;1968-12-11;kujawsko-pomorskie;inowrocławski;Rojewo;Liszkowo;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_04_AR.36233&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_04_AR.955;rejestr zabytków;dokładny;Płonkowo, st. 49;42-40;265;średniowiecze;cmentarzysko;C/166 z 2006-12-29;2006-12-29;kujawsko-pomorskie;inowrocławski;Rojewo;Płonkowo;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_04_AR.955&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_04_AR.846;rejestr zabytków;przybliżony;Dobrzyń nad Wisłą, st. 1;48-50;5;średniowiecze;grodzisko;53/C z 1965-11-18, 178/53/C z 1985-06-10;1965-11-18;kujawsko-pomorskie;lipnowski;Dobrzyń nad Wisłą - miasto;Dobrzyń nad Wisłą;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_04_AR.846&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_04_AR.36055;rejestr zabytków;dokładny;Krępa;47-49;;średniowiecze;grodzisko;183/A z 1985-04-22;1985-04-22;kujawsko-pomorskie;lipnowski;Dobrzyń nad Wisłą - obszar wiejski;Krępa;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_04_AR.36055&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_04_AR.36053;rejestr zabytków;przybliżony;Mokowo, st. 1;47-50;17;średniowiecze;grodzisko;173/A z 1985-01-31;1985-01-31;kujawsko-pomorskie;lipnowski;Dobrzyń nad Wisłą - obszar wiejski;Mokowo;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_04_AR.36053&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_04_AR.36067;rejestr zabytków;przybliżony;Kikół, st. 1;42-48;13;średniowiecze;grodzisko;126/C z 1969-11-16, brak numeru z 1986-12-30;1969-11-16;kujawsko-pomorskie;lipnowski;Kikół - miasto;Kikół;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_04_AR.36067&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_04_AR.36065;rejestr zabytków;przybliżony;Grodzeń, st. 1;42-49;8;średniowiecze;grodzisko;230/A z 1987-06-30;1987-06-30;kujawsko-pomorskie;lipnowski;Kikół - obszar wiejski;Grodzeń;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_04_AR.36065&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_04_AR.36071;rejestr zabytków;przybliżony;Niedźwiedź, st. 1;41-47;16;średniowiecze;grodzisko;19 z 1965-09-15, 109/19/C z 1985-06-10;1965-09-15;kujawsko-pomorskie;lipnowski;Kikół - obszar wiejski;Niedźwiedź;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_04_AR.36071&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_04_AR.36069;rejestr zabytków;przybliżony;Sumin, st. 1;42-48;28;średniowiecze;grodzisko;3 z 1965-09-14, 121/3/C z 1986-12-30;1965-09-14;kujawsko-pomorskie;lipnowski;Kikół - obszar wiejski;Sumin;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_04_AR.36069&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_04_AR.36061;rejestr zabytków;przybliżony;Głodowo, st. 1;44-49;55;średniowiecze;grodzisko;125/C z 1969-11-26, 103/125/C z 1985-06-10;1969-11-26;kujawsko-pomorskie;lipnowski;Lipno;Głodowo;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_04_AR.36061&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_04_AR.36063;rejestr zabytków;dokładny;Lipno, st. 3;43-49;57;średniowiecze;grodzisko;333/A z 1993-12-30;1993-12-30;kujawsko-pomorskie;lipnowski;Lipno (gm. miejska);Lipno;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_04_AR.36063&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_04_AR.36057;rejestr zabytków;dokładny;Skępe, st. 1;43-50;11;średniowiecze;grodzisko;127/C z 1969-12-01, 116/127/C z 1986-12-30;1969-12-01;kujawsko-pomorskie;lipnowski;Skępe - miasto;Skępe;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_04_AR.36057&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_04_AR.36059;rejestr zabytków;przybliżony;Babie Ławy, st. 1;43-51;1;średniowiecze;grodzisko;51/C z 1965-11-04, 99/51/C z 1985-06-10;1965-11-04;kujawsko-pomorskie;lipnowski;Skępe - obszar wiejski;Babie Ławy;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_04_AR.36059&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_04_AR.36081;rejestr zabytków;przybliżony;Gębice, st. 1-1a;49-38;1;epoka brązu ;grodzisko;95/C z 1968-12-11;1968-12-11;kujawsko-pomorskie;mogileński;Mogilno - obszar wiejski;Gębice;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_04_AR.36081&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_04_AR.93476;rejestr zabytków;dokładny;Dziewierzewo;41-33;;nie dotyczy;inna;C/172 z 2019-02-14;2019-02-14;kujawsko-pomorskie;nakielski;Kcynia - obszar wiejski;Dziewierzewo;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_04_AR.93476&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_04_AR.93471;rejestr zabytków;dokładny;Dziewierzewo, st. 72;41-33;105;epoka kamienia;grób;C/172 z 2019-02-14;2019-02-14;kujawsko-pomorskie;nakielski;Kcynia - obszar wiejski;Dziewierzewo;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_04_AR.93471&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_04_AR.36084;rejestr zabytków;dokładny;Grocholin, st. 1;40-32;92;średniowiecze;grodzisko;101/C z 1969-09-17;1969-09-17;kujawsko-pomorskie;nakielski;Kcynia - obszar wiejski;Grocholin;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_04_AR.36084&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_04_AR.36082;rejestr zabytków;dokładny;Królikowo, st. 1;40-34;132;średniowiecze;grodzisko;100/C z 1969-09-17, C/86 z 2011-06-02;1969-09-17;kujawsko-pomorskie;nakielski;Szubin - obszar wiejski;Królikowo;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_04_AR.36082&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_04_AR.941;rejestr zabytków;przybliżony;Morzyce, st. 1;49-43;138;epoka brązu ;grodzisko;129/C z 1969-12-01, 107/129/C z 1985-06-10;1969-12-01;kujawsko-pomorskie;radziejowski;Bytoń;Morzyce;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_04_AR.941&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_04_AR.36117;rejestr zabytków;przybliżony;Bodzanówek, st. 1a;47-44;5;średniowiecze;grodzisko;124/C z 1969-11-26, 100/124/C z 1985-06-10;1969-11-26;kujawsko-pomorskie;radziejowski;Osięciny;Bodzanówek;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_04_AR.36117&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_04_AR.36092;rejestr zabytków;przybliżony;Kościelna Wieś, st. 1;47-44;157;średniowiecze;grodzisko;123/C z 1969-11-26, brak numeru z 1985-06-10;1969-11-26;kujawsko-pomorskie;radziejowski;Osięciny;Kościelna Wieś;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_04_AR.36092&rejestr=rejestr-zabytkow
PL.1.9.ZIPOZ.NID_A_04_AR.36119;rejestr zabytków;dokładny;Opatowice, st. 1,3,13,15,41,42,43,46,49,50,51;49-43;13,14,16,18,19,20,21,24,27,28,29;epoka kamienia;osada;209/A z 1986-12-08, 209 z 2005-10-27, C/167 z 2008-07-09, brak numeru z 2010-01-01;1986-12-08;kujawsko-pomorskie;radziejowski;Radziejów;Opatowice;https://zabytek.pl/pl/obiekty/zabytek?inspire_id=PL.1.9.ZIPOZ.NID_A_04_AR.36119&rejestr=rejestr-zabytkow
